Comment,Sentiment
"nxdncdncdnxdndxbndxndxndcnxdmdnccdmncdmcd
kfemdcmdcmmcdmdccddmcdncdncdnncdncdncdncdncdmmcdndcnvcndvncdnnvdncdncdncdndcndcncdncdncdncdmncdcc.cd.dcmcd.dcmcd.cd.cd..descende.. cdbcdmcdncdnndcncdncdncdncdnncdnncdndcndcnccsnbxncdbcdnncdncdncdncdnx..",neutral
vndcncmcndmsnxsmsxnsxmxsnxsmsnxmsnxmxsnxmnxmxsnxmxmsxmxsmxsxmsxmxsmxsmmxsmcsmxmxsmxsmxsmxsmxsmmxnxmsmxmsxmxsmxsmxmsmxsnxsnxsnxsnxnxsnsxcsnxncndb,neutral
Proud to be an indian,positive
Jai hind jai bharat,neutral
Very nice song,positive
Ppp,neutral
Jayhan,neutral
I respect Indian flag,positive
I love 💕💕💕💕💕💕💕💕💕💕💕💕💕💕 my india and I proud of India,positive
Proud to be a INDIAN ❤️,positive
"सुजलां सुफलां मलयज शीतलाम
शस्यशामलां मातरम
शुभ्रज्योत्स्ना पुलकित यामिनीं 
फुल्ल कुसुमित द्रुमदल शोभिनीं 
सुहासिनीं सुमधुर भाषिणीं 
सुखदां वरदां मातरम",neutral
Feel this song🤗,neutral
😃😍⛅️⚡️,neutral
O soory bymistake i have rited this in youtube chat i want to write in my WhatsApp frieend group,positive
Bhaivya ko ridhi Sidhi Kumari rehan ko laka ana ma car la ka wait car rha hunga,neutral
Wow,positive
And science in business for the jail for a long day the only other you sir the is,neutral
•∆¶π•,neutral
I like India respect I love I love my India Q👌,positive
🙏🙏❤️❤️❤️❤️,neutral
Proud 💪💪to be 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,positive
Isko instrumental music banaye,neutral
I love india and my country jai hind,positive
I love army,positive
Bharate mata ki jai vandemataram jai hind army casualty fund in canara bank account🇮🇳,negative
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳💪💪,neutral
Jai hind,neutral
Proud of my India,positive
"वन्दे मातरम्
सुजलां सुफलाम्
मलयजशीतलाम्
शस्यश्यामलाम्
मातरम्।

शुभ्रज्योत्स्नापुलकितयामिनीम्
फुल्लकुसुमितद्रुमदलशोभिनीम्
सुहासिनीं सुमधुर भाषिणीम्
सुखदां वरदां मातरम्॥ १॥

कोटि कोटि-कण्ठ-कल-कल-निनाद-कराले
कोटि-कोटि-भुजैर्धृत-खरकरवाले,
अबला केन मा एत बले।
बहुबलधारिणीं
नमामि तारिणीं
रिपुदलवारिणीं
मातरम्॥ २॥

तुमि विद्या, तुमि धर्म
तुमि हृदि, तुमि मर्म
त्वम् हि प्राणा: शरीरे
बाहुते तुमि मा शक्ति,
हृदये तुमि मा भक्ति,
तोमारई प्रतिमा गडी मन्दिरे-मन्दिरे॥ ३॥

त्वम् हि दुर्गा दशप्रहरणधारिणी
कमला कमलदलविहारिणी
वाणी विद्यादायिनी,
नमामि त्वाम्
नमामि कमलाम्
अमलां अतुलाम्
सुजलां सुफलाम्
मातरम्॥४॥

वन्दे मातरम्
श्यामलाम् सरलाम्
सुस्मिताम् भूषिताम्
धरणीं भरणीं
मातरम्॥ ५॥",neutral
Everyone who live in india bless them,positive
❣️❣️🙏😪🎂💐👌❤️🥰😘🥳🤣😂☺️💤❣️😴🌄🫂🍫✅💫🇮🇴🇳🇪🇲🇩🌼😭💋😋🕘🌧️🎊🎈🦘🌏😀😃😄😁😆😅😂😭,neutral
"INDIA,15,August",neutral
India,neutral
"Thanku it was very helpful 
It is my music exam",positive
national song?? 🤔,neutral
am from nepal i respect Vharat,positive
Vande Mataram is the national anthem Not Jana Gana Mana,neutral
वंदे मातरम् 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
I love. This song,positive
2022 ൽ കാണുന്നവർ👍,neutral
we are proud to be a INDIAN JAY HIND!!,positive
So nice🤟🏻👍🏻,neutral
I love  Kshamir      vande  matram,positive
D7DUD,neutral
"Jai hind 🤛 Vande Mataram 🇮🇳 chak de o chak de India 🇮🇳 
Jai hind.......🇮🇳",neutral
love my indian army jai hind💖💞💖,positive
Very nice,positive
I love my india. Love you my Bharat mata,positive
7tu,neutral
Inam,neutral
I can't stop listening to it ❤️,positive
🤢🤮🤮🤮,neutral
Vande matram 🇮🇳❣️,neutral
Whhgw,neutral
🙏🏻🙏🏻🙏🏻,neutral
Yeh song Mere school mein bhi pada hai bahut Achcha song hai bhai mere ko bahut Achcha Laga Mere school mein bhi Patta hun main school mein school mein class Tumhen,neutral
Mai ayush kumar,neutral
Proud Of Hindustan and 75 Years of Indenpendence 💪🏽🇮🇳🕉🚩,positive
🚩🚩🕉🕉🇮🇳🇮🇳 Jai Hind 🇮🇳🇮🇳🕉🕉🚩🚩,neutral
Khxjncsklgfojce,neutral
Requesting you all to watch #SahanaChanda 's songs 🙏🏻💙🙏🏻,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Kashmir will be part of India again. Nawaz sharif.,neutral
Ine bacchon ke liye ek surprise Banna chahiye Jai Hind,positive
I Am Asia I love Army All Indian Army,positive
I lov 1 minute songs you to vande,neutral
I am a kannadiga  and I love my 🇮🇳,positive
"Wow. !!   
Nice 👌👌",positive
🕉️✝️✝️🙏😍❤🕉️☪️✝️18🕉️☪️✝️🙏🥰🙏🥰😍❤🕉️☪️☪️☪️💓💓💓❤️❤️💗🙏🙏🥰😍❤🕉️☪️☪️✝️18godblessallgoduyir deyvame ellarem anugrahikane deyvame bagavathi bagavane deyvame MARIYAM DEYVAME shiva muruga ganapathi allahu bagavane bagavathiye 18🙏🥰🙏🥰🥰😍🕉️☪️✝️✝️godblessallgoduyir sree rama lekshmi LEKSHMANa bagavane ellarem anugrahikane deyvame bagavathi bagavane deyvame lekshmi deyvame bagavathi bagavane deyvame deviye devane deyvame18godblessallgoduyir🕉️☪️✝️🙏🥰🙏😍❤🙏😍🕉️🙏😍🕉️☪️✝️18🙏🙏🙏😍😍🕉️☪️✝️18bagavane arkum oru kozhapavum varalle bagavane bagavathiye deyvame deviye ente amaykum chechikum enikum mattarkum orukozhapavum varalle bagavane bagavathiye deviye devane deviye DEYVAME DEYVANGALE DEYVAME deviye devane deviye DEYVAME 18GODBLESSALLGODUYIR 18godblessallgoduyir 🥰🤩🤩🥰🔥🔥🙏18godblessallgoduyir 18🥰🥰🙏🥰🥰🤩🔥🙏❤❤️💗 BHRAMMAVU bagavane bagavathiye ellarem anugrahikane deyvame bagavathi 🥰😍😊OM NAMASHIVAYA 🤭😁😘🤭🤭😻🙂🙂😊😊😊😊😊😊🥰😍😍pc kittane deyvame joliyum kittanegod🥰🤩🥰🤩🔥🙏🙏💗💗❤️❤️🕉️✝️☪️ tetukal porukane amme arkum oru kozhapavum varalle deyvame bagavathi bagavane 🥰😍🤩🤩godblessallgoduyir 18🥰🥰😍❤❤️💗🕉️🙏🙏✝️☪️🕉️✝️☪️🕉️✝️☪️🕉️🕉️✝️☪️🕉️☪️god🕉️✝️☪️🤩❤️✝️✝️☪️✝️🕉️🕉️🕉️🙏🥰❤🤩❤️god18🕉️✝️☪️ deyvame arkum oru kozhapavum varalle bagavane bagavathiye angilinum arkum oru kozhapavum varalle bagavane bagavathiye deyvame 🙏🥰😍❤🤩❤️❤️18godblessallgoduyir deviye 🙏😍🙏🥰😍🤩❤️💗💗🕉️✝️☪️18godblessallgoduyir 🙏❤🤩❤️🕉️☪️☪️18✝️✝️🕉️☪️🕉️✝️🕉️🥰❤❤️🙏🥰😍❤❤❤️❤❤️🕉️❤️❤️🕉️☪️☪️ deyvame arkum oru kozhapavum varalle bagavane bagavathiye deyvame deviye MARIYAM allahu yeshu ayyapa shiva sreerama bagavane bagavathiye LEKSHMANA BAGAVANE BAGAVATHIYE DEYVAME  18🕉️✝️☪️🤭ELLAREM anugrahikame ellarem ellavarkum nallathu varane bagavane bagavathiye deyvame deviye devane deviye DEYVAME DEYVANGALE 18godblessallgoduyir 18❤❤️😘😘🤭🤭🕉️✝️☪️ ilike my good pesionality ilove god godblessallgoduyir 18🙏🥰❤🤩💗🙏🥰😍❤❤❤️❤❤️💗🕉️✝️☪️🕉️✝️☪️💗🤩🕉️✝️☪️🕉️✝️☪️❤❤🥰🙏🥰🥰❤💗💗❤️😍🥰🥰🥰🙏🙏🥰🙏,positive
Vande matram vande Mataram sujlam sufalam malyaja sheetalam,neutral
But the best thing is that the song was written by a bengali and he was an indian. Proud to be a bengali and an indian.,positive
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍,neutral
सुखदा वर दा मातरम्...!! 🙏🙏😌,neutral
I like this song more,positive
Jai Hind,neutral
Salute to Humanity,neutral
"I am from Rajasthan, Bharat. Bharat Mata, let my whole life be in your service.",neutral
I love my india ❤️,positive
बहुतअछा,neutral
"Just falling tears.I just realized that how much love one has for his land.
Bankim, The  Emperor  of Bengali Literature. Proud to be a Bengali. From🇧🇩🇧🇩",positive
Nice,positive
Please Full version,positive
H c,neutral
After listening some bad song this is one of the  song which can provide some peace to your mind,neutral
Proud to be a Bengali..... respect to Bankim chandra chatyapadhya 🙏,positive
https://youtu.be/PWboaqnwQOk,neutral
Thank you my teacher gave me this to learn,positive
Sanjana Tanwar,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳💪💪👈👈,neutral
Goosebumps...!!!!,neutral
🙏Jai Hind🙏,neutral
Where are the rest!?,neutral
I am monalisa I love is song,positive
🙏🙏,neutral
🙏🙏,neutral
Yeh full hai,neutral
I proud to be an Indian,positive
Whos here for 75th independence day,neutral
"Nanda Kumar. Sagar samgam.
Here is birth. Not philosophy. 
Real.
Birth who suggest me.",neutral
Goosebumps💓,neutral
"വന്ദേ മാതരം...വന്ദേ മാതരം....

സുജലാം സുഫലാം മലയജ ശീതളാം
സസ്യശ്യാമലാം മാതരം.... 
വന്ദേ മാതരം...

ശുഭ്രജ്യോത്സ്ന പുളകിത യാമിനീം
ഫുല്ലകുസുമിത ദ്രുമതല ശോഭിനീം
സുഹാസിനീ സുമധുര ഭാഷിണീം
സുഖദാം വരദാം മാതരം... 
വന്ദേ മാതരം...വന്ദേ മാതരം....",neutral
"Bharath matha ki Jai
Vignesh , Kanyakumari",neutral
To all,neutral
Happy independent day ☺,positive
Vavde Mataram my ❤️,neutral
15 Aug 2022. Vande Mataram,neutral
Every word is goosebumps,neutral
Listening this song 15th August 2022,neutral
Noob channel,negative
Nice 👍🙂 song for The Happy 😊😁 Independence Day 🥰 💘 😂🥰.,positive
"Vande matram 

https://youtube.com/shorts/3eyoOogQ2Z0?feature=share",neutral
Bande Mataram,neutral
I am in india I love my dear india ♥️♥️♥️♥️,positive
https://youtu.be/DSzDzz6-qKE,neutral
I m Indian first... That is enough,neutral
"bande mataram,🇮🇳🇮🇳🇮🇳🇮🇳🕊️🕊️🕊️🕊️",neutral
jai hind,neutral
Happy independence 2022,positive
Beautifully sung.,positive
Vande Mataram 😍🥰,neutral
Jai Bharat matha jai,neutral
वंदे मातरम् 🇮🇳,neutral
I love IT so much,positive
Bande mataram,neutral
Jai hind,neutral
I love my India 🇮🇳,positive
Jai hind...,neutral
Jai Hind 🇮🇳 🇮🇳 🇮🇳,neutral
Vandhe mathram🙏❤️,neutral
Vande Maataram.......🇮🇳,neutral
Vande maataram jai hind jai bharat,neutral
Bande mataram,neutral
Mm,neutral
I love this song and I proud of my country,positive
Jai hind,neutral
Happy independence day to all😊,positive
I am INDIAN  only INDIAN,neutral
Nice video,positive
Super,positive
I love my India  and  this is our beautiful  national song which touches my heart 🇮🇳⚘🇮🇳⚘🇮🇳⚘🇮🇳⚘,positive
Proud to be an indian ✌️,positive
Vande Matram jai hind🇮🇳🇮🇳🇮🇳happy independence day.,neutral
I'm proud of india 🇮🇳🤍,positive
Happy independence day,positive
I love my india ❤️❤️❤️😄,positive
"वन्दे मातरम् सुजलां सुफलां मलयजशीतलाम् शस्य श्यामलां मातरं । 

शुभ्र ज्योत्स्ना पुलकित यामिनीम् फुल्ल कुसुमित द्रुमदलशोभिनीम्, सुहासिनीं सुमधुर भाषिणीम् । 
सुखदां वरदां मातरम् ॥ 

वन्दे मातरम् सप्त कोटि कण्ठ कलकल निनाद कराले निसप्त कोटि भुजैर्धृउत खरकरवाले के बोले मा तुमी अबले बहुबल धारिणीं नमामि तारिणीम् रिपुदलवारिणीं मातरम् ॥ 

वन्दे मातरम् तुमि विद्या तुमि धर्म, तुमि हृदि तुमि मर्म त्वं हि प्राणाः शरीरे बाहुते तुमि मा शक्ति, हृदये तुमि मा भक्ति, तोमारै प्रतिमा गडि मन्दिरे मन्दिरे ॥ 

वन्दे मातरम् त्वं हि दुर्गा दशप्रहरणधारिणी कमला कमलदल विहारिणी वाणी विद्यादायिनी, नमामि त्वाम् नमामि कमलां अमलां अतुलाम् सुजलां सुफलां मातरम् ॥ 

वन्दे मातरम् श्यामलां सरलां सुस्मितां भूषिताम् धरणीं भरणीं मातरम् ॥ वन्दे मातरम् 

जयतु गुरूकुलम् जयतु सनातनम् जयतु संस्कृतम् जयतु आर्यावर्त🚩",neutral
वंदे मातरम् 😊,neutral
Hai hind,neutral
"I love India, Live for India🇮🇳.",positive
Jai hind  Devotional status Om Shanti,positive
Raise your hand if you are Indian ..jai hind🇮🇳,positive
"May the glory of Independence Day be with us forever.🇮🇳
Happy 75th Independence Day 🇮🇳🙏🏼",positive
jai hind🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🫰,neutral
Jaime Hind,neutral
I proud to be an indian....I love india....jai hind 🇮🇳🇮🇳🇮🇳,positive
"I want to use this song into my channel video and will give credit to you. I will never make the video as monetized also I do not have any intension to earn revenue through our Patriotic song. Only request to you please do not give me strike 🙏 all credit I will recommend to you 🙏
Jay Hind 🙏
Jai Bharat 🙏",positive
Vandematram ❤️❤️🙏🙏,neutral
East ya West India is best,positive
love when I was celebrating during 50 and now  celebrating 75 independence in 2022..love my india,positive
Can I use this tune for my 3D animation?,neutral
Happy 75💓💓💓💓,positive
Happy 75 th independence day🤩,positive
💘🇮🇳,neutral
Long Live India,neutral
Jai Hind 🇮🇳💪🔥,neutral
I sing this song in my school.  I learn this song by your video. Thank you so much,positive
"I am Muslim and from Pakistan . I respect my country , but till I love both songs pak and indain (national anthem) I respect for both countries...... I want to unity between two countries, my heart's wish .......long live Pakistan...... Pakistan zindabad",positive
I am keralian so i dedicate this song to our contry tomarrow( independence),neutral
Iam is keralas,neutral
So beautiful,positive
"വന്ദേ മാതരം...വന്ദേ മാതരം....
വന്ദേ മാതരം വന്ദേ മാതരം
സുജലാം സുഫലാം മലയജ ശീതളാം
സസ്യശ്യാമലാം മാതരം.... വന്ദേ മാതരം....
വന്ദേ മാതരം...വന്ദേ മാതരം....

ശുഭ്രജ്യോത്സ്ന പുളകിത യാമിനീം
ഫുല്ലകുസുമിത ദ്രുമതല ശോഭിനീം
സുഹാസിനീ സുമധുര ഭാഷിണീം
സുഖദാം വരദാം മാതരം... വന്ദേ മാതരം
വന്ദേ മാതരം...വന്ദേ മാതരം....
 
വന്ദേ മാതരം...വന്ദേ മാതരം....",neutral
I love my india,positive
"I m a bengali ❤
I m proud to be a Indian 🇮🇳 
Jay Hind 🇮🇳🙏🏻",positive
I am pakistani i love india,positive
Vande mataram.....♥️♥️♥️♥️♥️,neutral
❤,neutral
If we hear this in 0.75 x still it's very good to hear,positive
Happy independence Day,positive
Jay hind,neutral
Love from West Bengal ❤️❤️,positive
Mast video🎥 best👍 every,neutral
School time yaad aa gayi,neutral
Bharat mata ki jai🇮🇳🇮🇳🇮🇳,neutral
"I like this song❤️
I proud to be an indian🇮🇳",positive
